,location,comment,cm_star,ID,tagging
262,侍茶匠 西門總店,"趁著奶茶節來嚐鮮～
原本滿期待鐵觀音豆乳奶蓋
但因為沒有豆乳就換成牛奶
茶裡面是有茶包的～
茶香味滿足夠的也不會太過苦澀👌", 4 顆星 ,564,"奶蓋,  奶蓋,  茶,  奶茶, "
263,侍茶匠 西門總店,"豆乳奶蓋順滑濃郁不會甜膩 散發自然淡雅的豆乳香
這邊的茶現點現萃 用漩茶機把熱水滲透進茶葉", 5 顆星 ,565,"奶蓋,  奶蓋,  茶, "
264,侍茶匠 西門總店,"新開幕的飲料店✨環境明亮整齊！
今天點了一杯焙茶拿鐵！甜度只有無糖跟有糖2種選擇！冰塊固定！只有中杯！
個人覺得喝起來茶味很香 但即便正常甜還是沒什麼甜味！跟店員反應後 他們也很熱心的幫我再加一點糖🥹
結果真的好喝很多～🫶🏻
下次想再嘗試豆乳奶蓋系列！", 5 顆星 ,566,"奶蓋,  奶蓋,  茶, "
265,侍茶匠 西門總店,"點了茶王拿鐵
可以做完全去冰及一分糖很讚
飲料篇茶味重（牛奶陪襯所以感覺比較水）
-
店面小巧乾淨，旁邊有站立位置有插座可以充電，櫃檯也可以租行動充電。", 4 顆星 ,567,"茶, "
266,侍茶匠 西門總店,"購買時告知等候時間15分
實際取餐時間40分
導致的原因很多
觀察下來最主要是豆乳奶蓋備料不足
導致買一送一的餐點供不應求
希望下次有活動可以備料充足些
另外奶蓋蓋子原本是透明的
但店員說很難裝
立刻改用封膜機
結果奶蓋在提袋裡面就撐爆封膜了
露出來的幾絲白色乳狀
沾到提袋邊緣也頗像人生的不如意
我想這就是生活吧！是吧！😎", 2 顆星 ,568,"奶蓋,  奶蓋, "
267,侍茶匠 西門總店,點了奶蓋，蓋子上的塞子沒辦法完全蓋上，帶回家的途中彈開飲料沿路撒出來，最後連杯蓋也彈開，撒的更誇張，一杯75元的飲料剩下約莫半杯，飲料是好喝的，但整個感覺很糟呀, 2 顆星 ,569,"奶蓋,  奶蓋, "
268,侍茶匠 西門總店,"鐵觀音豆乳奶蓋還可以
喜歡豆漿的應該會愛

茶王拿鐵
古法黑糖紅茶拿鐵
珍珠伯爵拿鐵

以上三杯都沒有很好喝
點微糖可是蠻甜的
茶味不濃奶味也不濃
像在喝甜甜的水⋯", 2 顆星 ,570,"珍珠,  奶蓋,  奶蓋,  茶,  紅茶, "
269,侍茶匠 西門總店,"第一次買
服務態度很好
而且有抹茶凍、焙茶凍", 5 顆星 ,572,"茶, "
270,侍茶匠 西門總店,"奶蓋有豆乳香 很好喝 🤩🤩
試營運期間還可以折10元~", 5 顆星 ,574,"奶蓋,  奶蓋, "
271,侍茶匠 西門總店,黑糖穗波紅茶拿鐵甜度不能調整，個人覺得有點太甜了, 4 顆星 ,575,"茶,  紅茶, "
272,侍茶匠 西門總店,"茶很香不苦澀，味道很鮮明
茶凍兩種都不錯，珍珠口感蠻特別的
豆乳奶蓋喝起來有種中華豆花的味道，對我來說沒有特別喜歡，不過會回購純茶跟拿鐵～", 4 顆星 ,576,"珍珠,  奶蓋,  奶蓋,  茶, "
273,侍茶匠 西門總店,"外帶兩杯伯爵紅茶裝在1500cc的自帶杯裡，不知是我對size的認知期盼有落差以及可能是linepay付款就沒杯扣的關係，回家測兩杯加起來的量是1000cc，價格80元。

可能是伯爵紅茶的size一杯就只有500CC，用linepay付款沒自帶杯杯扣吧。

伯爵紅茶今天點半糖少冰，香氣和澀度、甜度方向個人覺得不錯，但一杯500cc, 40元在CP上我有感受的落差。", 4 顆星 ,577,"茶,  紅茶, "
274,侍茶匠 西門總店,豆奶原來是濃豆漿，奶蓋也是用豆奶做的，很特別，門面裝潢小清新風格, 5 顆星 ,578,"奶蓋,  奶蓋, "
275,侍茶匠 西門總店,"路過的時候注意到
店面的天花板蠻有特色的
於是決定買杯飲料欣賞一下
結果飲料茶他媽好喝啊！👄👅🫦
————
比起同樣價位的飲料
侍茶匠喝起來頗有特色的
喝下去第一口就會有那種
嗯～的感覺捏☺️", 5 顆星 ,579,"茶, "
276,茗時序西門店,"靜岡抹茶綠了__第一次喝 純抹茶不加奶
無糖還不太會澀
厲害！
好喝

靜岡抹茶拿鐵__去冰1分糖
尾韻茶味夠，但下次還是微糖好了😅
喝到最後抹茶味太過了！", 5 顆星 ,580,"茶, "
277,茗時序西門店,百花蜜紅茶店無糖還是非常甜，芒果氣泡金（芒果塊+氣泡水+金萱）味道很不搭。不推薦。, 2 顆星 ,581,"茶,  紅茶, "
278,茗時序西門店,常常購買，今天買奶茶免費加小芋圓，小小建議：小芋圓蠻硬的！整體很ok！, 5 顆星 ,582,"茶,  奶茶, "
279,茗時序西門店,柳丁鮮茶味道蠻特別又清爽，比起一般柳丁清/綠少了澀感，雖然個人沒那麼喜歡彈珠汽水的甜味，但這款依然是個很有特色的選擇。金萱鮮奶茶，茶不澀、奶味雖然不是濃厚路線，但和茶的比例很協調，喝起來淡淡香氣又順！烏龍鮮奶茶茶味較淡點，珍珠偏軟，個人更喜歡金萱～, 4 顆星 ,583,"珍珠,  鮮奶,  茶,  奶茶,  鮮奶茶, "
280,茗時序西門店,想喝紅豆或綠豆鮮奶，附近飲料店好像只有這間有，蠻好喝的，真是太棒了！, 5 顆星 ,584,"鮮奶, "
281,茗時序西門店,"靜崗抹茶ㄋㄟㄋㄟ，少冰半糖
冰塊只有少冰跟冰擇一
奶蓋偏清爽，不會膩口，鹹度較低
抹茶味很香加鮮奶（鮮乳坊）很對味
珍珠有著黑糖香，偏軟口感帶著黑糖甜
芋頭地瓜圓有著QQ口感
偏甜跟珍珠口感大不同
整杯有三種風味，攪拌後又是另一種風味
可以點無糖，因為配料都有甜😄不過$80單價偏高，但比許多咖啡館的好喝，而且口感很好，喜歡咬咬系列的我，蠻喜歡的
蔗香黑糖珍珠奶茶$50
奶茶算好喝的，搭配黑糖香Q軟的珍珠
蠻不錯的，可以無糖因為好甜！
下次在來試一試招牌跟金萱", 5 顆星 ,585,"珍珠,  奶蓋,  奶蓋,  鮮奶,  茶,  奶茶, "
282,茗時序西門店,茗時序茶飲在西門町營業超過7年，茶葉都是自己茶廠自行契作並使用百分百的天然水果，而糖水皆使用天然台糖二砂自家熬煮製作，非常注重原物料品質，在飲品研發上更是力求突破，從菜單上擁有多款特色飲料就不難看得出店家十分用心，炎炎夏日就來茗時序消暑一下吧!, 5 顆星 ,586,"茶,  水果, "
283,茗時序西門店,太扯了！點無糖金萱，喝一口裡面居然裝冬瓜茶！直接被貴店吃掉10元！飲料成本也不高有必要這樣坑嗎？一星都不想給, 1 顆星 ,587,"茶, "
284,茗時序西門店,點了一杯鮮奶公芋，第一口吸到芋頭卡在吸管孔，逆吹排除阻塞後，再找尋其它料再次吸取，喝到沙沙的芋頭混合在奶茶之中，感到是很有誠意的一杯飲料，再次搜尋底部的芋圓，偏軟的芋圓裡有芋頭的觸角挑逗我的舌頭，其實我不太清楚裡面有什麼料，但喜歡吃有料的飲料的我感到滿足。, 5 顆星 ,588,"鮮奶,  茶,  奶茶, "
285,茗時序西門店,"靜岡抹茶ㄋㄟㄋㄟ大推！
有兩種珍珠口感加倍抹茶香氣跟奶香搭配完美整體不會太甜但頂層奶霜偏甜然後一杯80有點小貴不過還是值得嘗試喲", 5 顆星 ,589,"珍珠,  茶, "
286,茗時序西門店,"第一次喝 點了招牌抹茶ㄋㄟㄋㄟ
微糖少冰很好喝
奶蓋跟珍珠也好吃
唯一悲劇就是芋圓像冰過的硬心口感
我看業主會回應訊息特地上來提醒一下
不然整體是真的好喝就差在芋圓很可惜
還是給個五星鼓勵一下～", 5 顆星 ,590,"珍珠,  奶蓋,  奶蓋,  茶, "
287,茗時序西門店,靜岡抹茶奶 整體還算不錯 不過珍珠略甜偏軟 比較不是我喜歡的類型 點無糖就可以囉！ 奶蓋不錯 鹹度適中, 4 顆星 ,591,"珍珠,  奶蓋,  奶蓋,  茶, "
288,茗時序西門店,"金萱鮮奶茶跟水一樣很難喝還要$70
不推薦", 1 顆星 ,592,"鮮奶,  茶,  奶茶,  鮮奶茶, "
289,茗時序西門店,"店面不太顯眼，但喝過無數間奶蓋的我完全被驚艷到，好吃到不行🥰超對味
-
5/24更新
在門口站了十分鐘都沒有人
大喊也沒人出來 後來放棄直接走了
在裡面休息也沒關係
但至少買個服務鈴之類的提醒自己吧", 3 顆星 ,593,"奶蓋,  奶蓋, "
290,茗時序西門店,有點貴的飲料，芋圓吃起來會有點粉粉的，但飲料喝起來是清爽的，酸酸的草莓加鹹甜的奶泡跟抹茶，非常清爽好喝！, 3 顆星 ,595,"茶, "
291,茗時序西門店,"補充回覆:

謝謝回覆~這個點法在很多飲料店都點過，其他間都沒有這個問題，所謂的非常水是跟其他間店比較起來的結果。
另有之前點過飲料的友人也有表示，這次他點相同的茶喝起來的確比上次還水，或許這間店品質不太穩定，大家可以參考。
--
點了綠茶鮮奶茶，不管茶味還是奶味都幾乎沒有，整杯非常水", 2 顆星 ,597,"鮮奶,  茶,  綠茶,  奶茶,  鮮奶茶, "
292,馬祖新村 台北西門町店,"芋圓鮮奶 很好喝
很香也不會太甜
紅豆餅內餡也不錯
但如果是現做 不是加熱的會更好", 4 顆星 ,601,"鮮奶, "
293,馬祖新村 台北西門町店,"十里桂花清很香很好喝（但一杯要價$70），添加荔枝凍（$10）增加口感，吃起來很像荔枝果凍，是有點偏甜的。個人還是比較喜歡單喝，但價格會有點勸退。

不過這間店額外有販售車輪餅，還有套餐組合可以選購，如果想吃簡單的下午茶，這裡不失為一個好的選擇。", 4 顆星 ,602,"茶, "
294,馬祖新村 台北西門町店,服務人員服務很好 現做會要等比較久 但吃的現做熱熱的才好吃😋 旁邊有椅子可以坐覺得還不錯 鹹蛋的部分我覺得還好 沒有到很有味道 之前買過小芋圓芋泥的 很好吃！, 5 顆星 ,603,"芋泥, "
295,馬祖新村 台北西門町店,"套餐不錯👍
芋圓1號好喝，黑糖波霸奶油車輪餅好吃😋
評論送一杯手搖茶👍", 5 顆星 ,604,"波霸,  茶, "
296,馬祖新村 台北西門町店,"▪️仙草奶凍（鮮奶） 65元
就是仙草鮮奶～仙草算是嫩的，糖冰固定，甜度適中。
突然想喝仙草奶凍沒想到馬祖新村就有～❤️", 4 顆星 ,605,"仙草,  鮮奶, "
297,馬祖新村 台北西門町店,"去冰微糖
荔枝紅茶，就是紅茶味
小農鮮奶茶，喝水健康

（菜單推薦半糖，請照著點半糖！

服務態度↙↙
回訪率: 有緣再相遇", 3 顆星 ,606,"鮮奶,  茶,  紅茶,  奶茶,  鮮奶茶, "
298,馬祖新村 台北西門町店,"晚上滿心期待的買了紅柚四季春，因為一次買四杯飲料，裝袋時也沒特地再確認，結果回家準備喝時...發現紅柚呢？它去哪裡了？...只能喝著四季春想著我的紅柚，請問...你累了嗎...還收紅柚四季春的價錢...

補充...荔枝紅茶好喝，推！！", 3 顆星 ,607,"茶,  紅茶, "
299,馬祖新村 台北西門町店,"小孩想吃車輪餅,Google地圖找到了附近的這一家，沒想到小孩手殘竟然連一口都沒有吃到，整塊車輪餅就掉到地上😭好心的店員看到這一螢幕，不捨小孩難過於是再送了一顆給他，真的是謝謝好心的店員，不評五星真是說不過去啊！
另外，打卡就送金萱烏龍茶！不錯呦^_^", 5 顆星 ,608,"茶,  烏龍茶, "
300,馬祖新村 台北西門町店,"2022/03/04

之前經過都沒買，這次被朋友慫恿來買。

點了荔枝紅一號微糖去冰，紅茶本身不甜，微糖與荔枝凍的甜度剛好，淡淡的荔枝香跟紅茶滿搭。", 4 顆星 ,609,"茶,  紅茶, "
301,馬祖新村 台北西門町店,服務人員服務親切給個讚！車輪餅顆顆都爆漿，真的是真材實料，仙草奶凍不太甜，仙草嫩，喝起來非常順口, 5 顆星 ,614,"仙草, "
302,馬祖新村 台北西門町店,"牛奶糖跟古早味奶油，皮薄內餡多，大推。👍
仙草系列超好喝，很Q彈滑順，可惜只有中杯，喝不過癮，希望有朝一日能出大杯，一次喝得夠！", 5 顆星 ,617,"仙草, "
303,馬祖新村 台北西門町店,馬祖一日遊👍鮮奶類的飲料健康還很好喝，車輪餅也是水準之上！趕快來光顧一下！！！, 5 顆星 ,618,"鮮奶, "
304,樂法 Le Phare - 西門店,"追記228回訪

冬季臺北難得晴朗，連假最後一天，飲料店門市仍然忙碌，
回訪用中信優惠購買草莓寒天奶蓋2杯，店員主動認出我，說數周前沒加到寒天很抱歉
我覺得這樣的用心，值得再次評價，謝謝你們

好喝美味的草莓奶蓋，寒天軟硬適中很有口感
開喝囉！", 5 顆星 ,620,"奶蓋,  奶蓋,  寒天, "
305,樂法 Le Phare - 西門店,趕在電影播映前隨便點了一杯草莓寒天奶蓋青一分糖，出乎意料地好喝，也不會太甜，以後到真善美看片都想來點一杯😂, 4 顆星 ,625,"奶蓋,  奶蓋,  寒天, "
306,樂法 Le Phare - 西門店,"店員很熱情喔❤️飲料好好喝～
然後現在加入line會員有超多優惠的啦讚讚讚！用三倍券也有優惠～(((o(*ﾟ▽ﾟ*)o)))
😍😍😍推薦這家的》葡萄桑椹奶蓋歐蕾《超級好喝買尬！像是冰沙的口感（無糖）喝起來清爽又健康！然後裡面還有一茶凍之類的東西很順口，奶蓋也很濃密，拍照也很好看！大推喔
💰用line pay money支付可以有6%回饋！（到九月的活動）", 5 顆星 ,627,"奶蓋,  奶蓋,  茶, "
307,樂法 Le Phare - 西門店,春日天氣好，週六晚上西門的人爆炸多，謝謝你們的四季寒天珍波椰，真的很好喝，配料嚼勁超讚！也感恩店員的親切服務！：）, 5 顆星 ,628,"寒天, "
308,樂法 Le Phare - 西門店,茶蠻好喝~但是每次不是莫名被拒單，就是點好了客服打電話來說什麼物料沒貨，請我們重新下單，然後下單又非常難下，就是會一直拒單啊！都不知道是什麼問題……物料沒貨都沒有即時更新app，一次可以說來不及，但每次都是這樣，應該是店家你們的問題了吧…我知道有些飲料店去冰會不幫客人裝滿，可以理解，但你們沒有去冰選項時，為什麼上層一堆泡沫了還可以沒裝滿，這樣會不會有點過份了……, 2 顆星 ,629,"茶, "
309,樂法 Le Phare - 西門店,"點了芭樂檸檬綠茶
原先想試試無糖
幸好店員推薦七分糖或是全糖
並解釋因為是添加檸檬原汁若是點無糖或微糖可能會很酸
聽了店員建議之後改七分糖
果然真的超好喝
很謝謝這位店員的貼心建議！", 5 顆星 ,632,"茶,  綠茶,  檸檬, "
310,樂法 Le Phare - 西門店,附近客人蠻多的 要等一段時間 草莓鮮奶微糖喝第一口不會太甜 它的糖霜讓很甜 喝起來有不同層次感, 4 顆星 ,633,"鮮奶, "
311,樂法 Le Phare - 西門店,鮮露奶茶 巨好喝！！ 這麼多奶茶店的奶茶 都覺得還好 喝過鮮露奶茶以後完全上癮❤️‍🔥❤️‍🔥❤️‍🔥, 5 顆星 ,634,"茶,  奶茶, "
312,樂法 Le Phare - 西門店,珍珠紅茶拿鐵，珍珠偏硬帶有龍眼蜜香味。服務態度尚可。, 4 顆星 ,638,"珍珠,  茶,  紅茶, "
313,樂法 Le Phare - 西門店,"蘋果鳳梨綠茶好喝👍
心中果汁系飲料新寵", 5 顆星 ,639,"茶,  綠茶, "
314,CoCo都可 西門町店,"購買品項：金鑽鳳梨冰茶（小）60？

今天終於鼓起勇氣去買觀望已久的鳳梨冰茶，想喝酸酸甜甜的飲料，怕死甜又怕雷，因為網路上沒太大評論，自帶環保杯，無糖少冰，其實無糖喝起來是3分糖的甜度，但是不錯喝啦，只是可能還要加1/3杯水（？）😆😆😆🙏🏻

（註）用電子菜單這點有點不ok，對老人家很不友善🙄😶😐", 4 顆星 ,640,"茶, "
315,CoCo都可 西門町店,點餐人員很親切，但今天買的黑糖珍珠鮮奶好像有混到檸檬，整杯變成檸檬牛奶…喝不下去只好倒掉了😭😭😭, 3 顆星 ,642,"珍珠,  鮮奶,  檸檬, "
316,CoCo都可 西門町店,"辛苦了-久違のCOCO 常喝一中のDoDo😜
無糖綠第一次加珍珠哈懷念的三兄弟奶茶🥤
🎊吾乃好男人+本月壽星🎂", 5 顆星 ,643,"珍珠,  茶,  奶茶, "
317,CoCo都可 西門町店,點巧克力奶茶溫的，超燙無法入口，而且超水，像在喝有甜度的熱開水，超雷, 1 顆星 ,645,"茶,  奶茶, "
318,CoCo都可 西門町店,"平價好喝的手搖杯連鎖店，很喜歡百香雙響炮，酸酸甜甜的味道配上Q彈內餡，很爽口！最近到一月底60$拿鐵有第二杯半價促銷，買來喝喝看～拿鐵奶味偏重我覺得很好喝！
（對了剛剛瞥到，他們鮮奶是用林鳳營ㄎ🙃", 5 顆星 ,646,"鮮奶, "
319,CoCo都可 西門町店,"Coco always have new drinks for each season. Fresh drink and good quality!!
My favorite is Tropical Special which is Passion Green tea with bubble and jelly. So good!
櫃檯很熱情的做介紹，每一季都有新飲料上市，每次嘗試都不會讓人失望。我最喜歡百香雙響炮，百香綠茶搭配珍珠與耶果！", 5 顆星 ,647,"珍珠,  茶,  綠茶, "
320,CoCo都可 西門町店,"自從coco跟街口合作，能夠直接使用街口app 點餐之後，我就成為常客了！不得不說真的非常方便，點了之後再來，完全不用等待！這家西門町的店，服務也很周到，因為常常有外國遊客，整體服務素質和叫號流程等體驗都很不錯。
推薦兩個我喜歡的口味，蕎麥包種茶（或是蕎麥冬瓜露）這個蕎麥系列非常香！整個蕎麥的香氣很弄，但又不會搶到茶的感覺，很加分，喝了一次就成主顧！很適合清爽口味的你~
另一個口味是牛奶雙重奏，適合很想大喝飲料的人😄，因為又有牛奶、珍珠、還有布丁！整個熱量爆表喔！但也很好喝阿~~~~", 5 顆星 ,650,"珍珠,  布丁,  茶, "
321,CoCo都可 西門町店,員工態度很好，不要鮮奶油，雖然製作了，但還是貼心換了一杯，飲料既使雷，員工態度也平反了回來～, 5 顆星 ,653,"鮮奶, "
322,CoCo都可 西門町店,品質越來越差，服務還好，新上市的黑糖珍珠鮮奶只是珍珠加了黑糖膏的樣子，攪一攪，珍珠一點也沒入黑糖味，跟外面比，一樣價位，東西卻天高地遠，差太多，黑糖味也不夠重，不會再踩一次地雷了。, 1 顆星 ,654,"珍珠,  鮮奶, "
323,CoCo都可 西門町店,今天中午去點了一杯百香綠，街口付了40塊，拿了飲料後，發現上面沒有貼飲料貼紙，不以為意，接著走回公司喝了第一口發現不是百香綠，比較像是綠茶，再開會空檔直接拿喝了一口的飲料回去，請店員幫忙處理，店員小姐聽到我說給錯飲料，連忙道歉接著直接幫我做了一杯新的飲料，服務態度都不錯，給4星。, 4 顆星 ,656,"茶,  綠茶, "
324,清心福全峨眉店-珍珠奶茶手搖飲專賣店,剛剛買了2杯多綠半糖去冰，1杯蘆薈多綠半糖微冰，喝了之後發現3杯全都沒加任何糖度，會不會太不專業了…, 1 顆星 ,660,"蘆薈, "
325,清心福全峨眉店-珍珠奶茶手搖飲專賣店,"茶也裝太少了
-
-
謝謝老闆誠意回覆，改五顆星。祝生意興隆", 5 顆星 ,663,"茶, "
326,清心福全峨眉店-珍珠奶茶手搖飲專賣店,"請不要賣隔夜珍珠
一喝就很明顯的事
你賣喝的還敢拿出來賣
你認真嗎", 1 顆星 ,667,"珍珠, "
327,清心福全萬華成都店-珍珠奶茶手搖飲料專賣店,"車流大講話聽不清
再問第二次口氣很差
茶味澀澀的
品質不穩定
白天買的跟晚上的茶味不一樣", 2 顆星 ,681,"茶, "
328,清心福全萬華成都店-珍珠奶茶手搖飲料專賣店,"今天中午路過這間店，點了一杯中杯綠茶用自帶杯，當時男店員就面無表情看著我跟我的水瓶頓一下。我看著他用中杯紙杯裝了茶，然後試著找他的手搖杯蓋頭插進到我水瓶嘴上，不成功後才把紙杯上的茶倒進我的水瓶，過程中倒漏了一些茶水出來，最後沒有補漏掉的茶，直接把水瓶給我，用過的紙杯丟到水槽裡。

這個感受讓我只能給二星，還好不需要經常光顧。

我的水瓶是小口瓶，比寶特瓶大點，如果裝在他們的手搖杯再倒進我的瓶子是可行的，其他清心都這麼做，也不用浪費一個紙杯，這麼做已經失去環保意義了。", 2 顆星 ,683,"茶,  綠茶, "
329,清心福全萬華成都店-珍珠奶茶手搖飲料專賣店,西門成都有一位 店員很 親切 我愛喝鳳梨红茶！喝它心情说不出快樂！鳳梨和红茶有益健康, 4 顆星 ,685,"茶, "
330,清心福全萬華成都店-珍珠奶茶手搖飲料專賣店,每晚下班都會買一杯菁茶來喝，老闆娘跟整家的店員人都好的，飲料也很好喝！, 5 顆星 ,688,"茶, "
331,清心福全萬華成都店-珍珠奶茶手搖飲料專賣店,"2/4日15:26到這家門市買一杯綠茶，習慣喝四分糖，不確定店家是否能做，所以事先詢問可否做四分糖少冰，但這名男店員態度消極、看似有氣無力，對我的提問視而不見，反而用不耐煩且像是質問的語氣問我冰量，沒有回答是否能做四分糖（如果不能做，會依店家規定）。
所以意思是：你能幫我做四分糖的飲料，但卻連回答都不願意，在我的立場是，我遇過的某些店家並沒有四分糖的服務，有些是有的，所以我會禮貌的先詢問，我也怕造成店家不便，但這位男店員卻不正面回答，服務態度更讓人無法恭維，大過年的，如果不想上班，那請你待在家裡，不要影響別人的好心情。", 1 顆星 ,690,"茶,  綠茶, "
332,清心福全萬華成都店-珍珠奶茶手搖飲料專賣店,包裝用心、珍珠是蜜過的好甜好吃❤️, 5 顆星 ,691,"珍珠, "
333,台灣好茶,"加了鮮奶的鮮奶茶70
小貴但還能接受
……
但喝都沒喝，從整杯變8分滿也太誇張了吧🤬🤬", 1 顆星 ,701,"鮮奶,  茶,  奶茶,  鮮奶茶, "
334,台灣好茶,"雷到爆…點了貴妃荔枝紅茶一杯六十元（紅茶沒啥好哭餓）跟芒果牛奶一杯110元（多加牛奶）
店員一直推用新鮮芒果加牛奶現打，還問要不要多加牛奶或芒果…後來選了多加牛奶（十五元）未先告知，桌上的價目表有標！後來看店員製作…先加芒果醬（說好的新鮮的芒果？）在從果汁機把牛奶加到外帶杯內（牛奶？果汁機？是打奶泡嗎？）……一口喝根本就是加了芒果粒的濃縮果汁！重點是一杯110元（多加牛奶十五元）…說好的新鮮芒果在那呢？", 1 顆星 ,703,"茶,  紅茶, "
335,台灣好茶,店家不知道在兇什麼，還是因為我買了杯最簡單的無糖綠，沒加價買高級綠茶在不爽？, 1 顆星 ,706,"茶,  綠茶, "
336,台灣好茶,"看準人潮跟外國遊客，不怕沒生意，店家很不老實。
柚子茶只是柚子醬加水，沒有新鮮柚子果肉，點柚子茶店員會跟你說柚子加多點比較好喝但沒先告知要加20元，看發票才知道被多加了20元。為了台灣觀光門面希望大家抵制，希望不會成為下一個墾丁", 1 顆星 ,708,"茶, "
337,台灣好茶,"真的是連一顆星都不想給  多綠30塊 是外面的小杯 沒有多多的味道 茶味也是很淡  顏色還特別深根本不像正常的多多綠茶....
不說我還以為喝到加水的稀釋多綠呢", 1 顆星 ,709,"茶,  綠茶, "
338,台灣好茶,"店家做生意感覺不老實
放在吧檯上的飲料只有圖示 ，沒有標明價格
點了烏龍茶，店員態度強勢的推薦加蜂蜜
結帳時發現這杯蜂蜜烏龍要75元
實在是非常非常貴，店員態度也不好
非常不推薦。", 1 顆星 ,711,"茶,  烏龍茶, "
339,台灣好茶,"加鮮奶要加價沒事先告知 還好先問了才沒出事
然後鮮奶茶不像鮮奶茶 像一般的奶精奶茶", 1 顆星 ,717,"鮮奶,  茶,  奶茶,  鮮奶茶, "
340,鮮茶道 台北武昌店,總分這麼低還真不是普通爛，到底是怎樣純茶類裡面會有珍珠？騙人沒做過鮮茶道膩？！快把武昌店收起來啦！根本砸鮮茶道的招牌👎🏼👎🏼👎🏼, 1 顆星 ,722,"珍珠,  茶, "
341,鮮茶道 台北武昌店,不能調甜度只能調冰塊 超甜…..一口都喝不下 而且我記得以前的白珍珠也是珍珠 這次點的白珍珠是蒟蒻….., 1 顆星 ,723,"珍珠,  蒟蒻, "
342,鮮茶道 台北武昌店,店員都換新的態度跟動作都沒有之前的店員來的好…希望待加強謝謝🙏 但阿里山冰茶還是這家店大推！！！, 1 顆星 ,727,"茶, "
343,鮮茶道 台北武昌店,"第一個ㄧ顆星，居然給應該服務要好的連鎖茶店！
完全沒有服務可言，男店員就一副欠他幾百萬一樣！
超無言～", 1 顆星 ,729,"茶, "
344,鮮茶道 台北武昌店,沒喝過這麼難喝的鮮茶道，飲料根本亂做。, 1 顆星 ,731,"茶, "
345,鮮茶道 台北武昌店,"茶好喝 珍珠好吃😋
可是店員很冷漠", 4 顆星 ,733,"珍珠,  茶, "
346,鮮茶道 台北武昌店,單純愛喝他們家的茶，感覺就像現泡，不是整鍋先煮好的那種茶。店員也很有耐心幫忙處理我的問題。之前有賣超大環保杯，用他們家的杯子順便喝茶還有打折, 5 顆星 ,737,"茶, "
347,animate cafe 台北北門店,"安利美特幾乎一到兩個月就會換一次主題，現在是獵人！
其實會來這裡的朋友大家也不是要追求飲料好喝，就是來拍拍照😆
店員們都很親切！辛苦他們每天都要整隊發號碼牌等等。環境乾淨、疫情期間也有限制入場人數，算是讓人安心。
gratte 飲料喝過奶茶、可可亞、抹茶都還蠻普通，大概就是早餐店飲料的感覺（粉絲們注重的就是那個印刷的圖案而已啦😝😝😝）
希望台灣的安利美特咖啡可以永久經營下去，引入更多動漫主題、然後擴充餐點選擇🙏🏻", 5 顆星 ,741,"茶,  奶茶, "
348,animate cafe 台北北門店,"環境乾淨舒適、防疫也確實嚴謹，是個無聊來喝杯飲料聊天休息的好地方，若你是個動漫愛好者會更適合這裡！
員工也很親切、做飲料小姐動作也很俐落，珍珠也煮的蠻好吃，飲品也不差，再配上你所愛的動漫，一切都值得了！", 5 顆星 ,748,"珍珠, "
349,冬仙堂,"位於艋舺老街上的冬仙堂，是專門販售冬瓜相關飲品的在地老店。它跟印象中的老店有點不太一樣，多了點現代感。看了一下他們的介紹，原來是正在品牌翻新的一間老字號飲品店阿! 這樣的老店，通常都會有其他飲品店沒有的古早味。讓熱愛飲品的我，立刻衝去店面看看有甚麼好買的XD。

到了現場，店面居然關門？該不會白跑一趟了吧...還好有打電話詢問，原來是搬到對面的姐妹店iHERE，原址好像是要整休的樣子？姐妹店iHERE超特別，除了各式咖與茶為主的飲品外，還有超特別的松露系列飲品，一個高貴NINI的飲品XD。

看了很久，我們決定爆點了很多很特別的飲品XD，當然還包含了高貴NINI的松露奶茶(既期待又怕受傷害的感覺，難道是初戀!?)。

冬瓜Q凍飲禮盒
這款超特別，打開來是透明的凍飲品，應該可以算是甜點了。
裡面除了QQ的冬瓜凍外，還有搭配椰果，雖然可以常溫保存，但是冷藏後食用真的超消暑的。

仙草絲冬瓜
這款相較於其他家的仙草冬瓜，他們家的仙草是製作成絲狀的，喝起來更加順口，搭配著招牌冬瓜露真的很清爽。

小紫蘇冬瓜檸檬
這款真的是復古到極致，包含了小紫蘇與冬瓜搭配檸檬的組合，完全就是在復刻小時候的記憶阿! 酸酸甜甜的感覺，有一種回到當時無憂無慮下課再等阿公來接下課的我們，真讓人懷念。

鮮熬冬瓜露
既然來到了百年老店，怎麼可以不喝喝看他們家的招牌冬瓜系列呢!
冬瓜露的味道與其他手搖飲不太一樣，冬瓜香更重了一點、甜度低了一點、清爽多了一點。喝起來真的很不錯，推薦可以點個少冰，整個大消暑阿!

法式松露珍奶
這款真的讓人太震驚了，喝過不少飲料店的我，也是第一次喝松露手搖XD。第一口真的是滿滿的松露前味，喜歡松露的朋友一定很喜歡。當松露散去後尾韻會散發者淡淡的紅茶香，喝起來層次感很夠，蠻喜歡的。他們家的珍珠吃起來很Q彈，搭配這樣的奶茶喝起來無違和，給過!

這次的探險真的蠻令人喜歡的，有點像是日本全能改造王、老屋翻新的感覺。飲品中充滿復科與小時候回憶的味道，整體品牌設計多了點現代感，很不錯的感覺!", 5 顆星 ,760,"珍珠,  椰果,  仙草,  茶,  紅茶,  奶茶,  檸檬, "
